name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,country,rating_category,rating_with_category,movie_summary
Alien vs. Predator,2004,PG-13,1h 41min,Action; Adventure; Horror;,13 August 2004,5.6,180961,1345,https://www.imdb.com/title/tt0370263/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.6 (Medium),Alien vs. Predator (2004) - Rating: 5.6
The Evil Dead,1981,NC-17,1h 25min,Horror;,15 April 1983,7.5,180957,833,https://www.imdb.com/title/tt0083907/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),The Evil Dead (1981) - Rating: 7.5
Resident Evil: Extinction,2007,R,1h 34min,Action; Horror; Sci-Fi;,21 September 2007,6.3,180099,383,https://www.imdb.com/title/tt0432021/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Resident Evil: Extinction (2007) - Rating: 6.3
Grindhouse,2007,R,3h 11min,Action; Horror; Thriller;,6 April 2007,7.5,175669,534,https://www.imdb.com/title/tt0462322/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Grindhouse (2007) - Rating: 7.5
Saw III,2006,R,1h 48min,Horror; Mystery; Thriller;,27 October 2006,6.2,174387,646,https://www.imdb.com/title/tt0489270/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Saw III (2006) - Rating: 6.2
The Woman in Black,2012,PG-13,1h 35min,Drama; Fantasy; Horror;,3 February 2012,6.4,171207,568,https://www.imdb.com/title/tt1596365/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),The Woman in Black (2012) - Rating: 6.4
Pi,1998,R,1h 24min,Drama; Horror; Mystery;,10 July 1998,7.4,166806,610,https://www.imdb.com/title/tt0138704/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Pi (1998) - Rating: 7.4
Hostel,2005,R,1h 34min,Horror;,6 January 2006,5.9,165882,1566,https://www.imdb.com/title/tt0450278/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.9 (Medium),Hostel (2005) - Rating: 5.9
Mama,2013,PG-13,1h 40min,Horror; Thriller;,18 January 2013,6.2,165839,365,https://www.imdb.com/title/tt2023587/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Mama (2013) - Rating: 6.2
The Birds,1963,PG-13,1h 59min,Drama; Horror; Mystery;,29 March 1963,7.7,165748,545,https://www.imdb.com/title/tt0056869/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),The Birds (1963) - Rating: 7.7
Midsommar,2019,R,2h 28min,Drama; Horror; Mystery;,3 July 2019,7.1,165346,2580,https://www.imdb.com/title/tt8772262/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Midsommar (2019) - Rating: 7.1
Carrie,1976,R,1h 38min,Horror;,16 November 1976,7.4,162668,545,https://www.imdb.com/title/tt0074285/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Carrie (1976) - Rating: 7.4
Tucker and Dale vs Evil,2010,R,1h 29min,Comedy; Horror;,9 December 2010,7.5,161404,294,https://www.imdb.com/title/tt1465522/reviews/_ajax?ref_=undefined&paginationKey=,Kazakhstan,Medium,7.5 (Medium),Tucker and Dale vs Evil (2010) - Rating: 7.5
30 Days of Night,2007,R,1h 53min,Action; Horror; Thriller;,19 October 2007,6.6,161126,579,https://www.imdb.com/title/tt0389722/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),30 Days of Night (2007) - Rating: 6.6
Resident Evil: Afterlife,2010,R,1h 36min,Action; Adventure; Horror;,10 September 2010,5.8,159189,430,https://www.imdb.com/title/tt1220634/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.8 (Medium),Resident Evil: Afterlife (2010) - Rating: 5.8
Army of Darkness,1992,R,1h 21min,Comedy; Horror;,19 February 1993,7.5,158954,658,https://www.imdb.com/title/tt0106308/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Army of Darkness (1992) - Rating: 7.5
The Hills Have Eyes,2006,R,1h 47min,Horror; Thriller;,10 March 2006,6.4,155206,889,https://www.imdb.com/title/tt0454841/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),The Hills Have Eyes (2006) - Rating: 6.4
The Fly,1986,R,1h 36min,Drama; Horror; Sci-Fi;,15 August 1986,7.6,154294,339,https://www.imdb.com/title/tt0091064/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Fly (1986) - Rating: 7.6
Event Horizon,1997,R,1h 36min,Horror; Sci-Fi; Thriller;,15 August 1997,6.7,153203,953,https://www.imdb.com/title/tt0119081/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Event Horizon (1997) - Rating: 6.7
Evil Dead,2013,R,1h 31min,Fantasy; Horror; Thriller;,5 April 2013,6.5,153169,899,https://www.imdb.com/title/tt1288558/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Evil Dead (2013) - Rating: 6.5
Scream 2,1997,R,2h,Horror; Mystery;,12 December 1997,6.2,152554,522,https://www.imdb.com/title/tt0120082/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Scream 2 (1997) - Rating: 6.2
Insidious: Chapter 2,2013,PG-13,1h 46min,Horror; Mystery; Thriller;,13 September 2013,6.6,150300,313,https://www.imdb.com/title/tt2226417/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Insidious: Chapter 2 (2013) - Rating: 6.6
Final Destination 2,2003,R,1h 30min,Horror; Thriller;,31 January 2003,6.2,148408,495,https://www.imdb.com/title/tt0309593/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Final Destination 2 (2003) - Rating: 6.2
What We Do in the Shadows,2014,R,1h 26min,Comedy; Horror;,13 February 2015,7.7,148076,338,https://www.imdb.com/title/tt3416742/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),What We Do in the Shadows (2014) - Rating: 7.7
Abraham Lincoln: Vampire Hunter,2012,R,1h 45min,Action; Fantasy; Horror;,22 June 2012,5.9,147007,394,https://www.imdb.com/title/tt1611224/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.9 (Medium),Abraham Lincoln: Vampire Hunter (2012) - Rating: 5.9
Scary Movie 2,2001,R,1h 23min,Comedy; Horror;,4 July 2001,5.3,146277,559,https://www.imdb.com/title/tt0257106/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.3 (Medium),Scary Movie 2 (2001) - Rating: 5.3
From Hell,2001,R,2h 2min,Horror; Mystery; Thriller;,19 October 2001,6.8,144083,553,https://www.imdb.com/title/tt0120681/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),From Hell (2001) - Rating: 6.8
The Orphanage,2007,R,1h 45min,Drama; Fantasy; Horror;,11 January 2008,7.4,143875,339,https://www.imdb.com/title/tt0464141/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),The Orphanage (2007) - Rating: 7.4
Train to Busan,2016,TV-MA,1h 58min,Action; Horror; Thriller;,21 October 2016,7.5,143773,668,https://www.imdb.com/title/tt5700672/reviews/_ajax?ref_=undefined&paginationKey=,India,Medium,7.5 (Medium),Train to Busan (2016) - Rating: 7.5
Evil Dead II,1987,R,1h 24min,Comedy; Horror;,13 March 1987,7.8,143769,594,https://www.imdb.com/title/tt0092991/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Evil Dead II (1987) - Rating: 7.8
Underworld Awakening,2012,R,1h 28min,Action; Fantasy; Horror;,20 January 2012,6.4,143381,297,https://www.imdb.com/title/tt1496025/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Underworld Awakening (2012) - Rating: 6.4
La La Land,2016,PG-13,2h 8min,Comedy; Drama; Music;,25 December 2016,8.0,482858,1772,https://www.imdb.com/title/tt3783958/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),La La Land (2016) - Rating: 8.0
A Star Is Born,2018,R,2h 16min,Drama; Music; Romance;,5 October 2018,7.7,313113,2664,https://www.imdb.com/title/tt1517451/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),A Star Is Born (2018) - Rating: 7.7
Pitch Perfect,2012,PG-13,1h 52min,Comedy; Music; Romance;,5 October 2012,7.2,269390,316,https://www.imdb.com/title/tt1981677/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Pitch Perfect (2012) - Rating: 7.2
School of Rock,2003,PG-13,1h 49min,Comedy; Music;,3 October 2003,7.1,260266,517,https://www.imdb.com/title/tt0332379/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),School of Rock (2003) - Rating: 7.1
8 Mile,2002,R,1h 50min,Drama; Music;,8 November 2002,7.1,243272,611,https://www.imdb.com/title/tt0298203/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),8 Mile (2002) - Rating: 7.1
Some Like It Hot,1959,Not Rated,2h 1min,Comedy; Music; Romance;,19 March 1959,8.2,236252,415,https://www.imdb.com/title/tt0053291/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Some Like It Hot (1959) - Rating: 8.2
Dirty Dancing,1987,PG-13,1h 40min,Drama; Music; Romance;,21 August 1987,7.0,194794,462,https://www.imdb.com/title/tt0092890/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Dirty Dancing (1987) - Rating: 7.0
Get Him to the Greek,2010,R,1h 49min,Comedy; Music;,4 June 2010,6.4,167212,220,https://www.imdb.com/title/tt1226229/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Get Him to the Greek (2010) - Rating: 6.4
High Fidelity,2000,R,1h 53min,Comedy; Drama; Music;,31 March 2000,7.5,164661,627,https://www.imdb.com/title/tt0146882/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),High Fidelity (2000) - Rating: 7.5
Wayne's World,1992,PG-13,1h 34min,Comedy; Music;,14 February 1992,7.0,140324,199,https://www.imdb.com/title/tt0105793/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Wayne's World (1992) - Rating: 7.0
Begin Again,2013,R,1h 44min,Comedy; Drama; Music;,11 July 2014,7.4,138458,262,https://www.imdb.com/title/tt1980929/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Begin Again (2013) - Rating: 7.4
Pitch Perfect 2,2015,PG-13,1h 55min,Comedy; Music;,15 May 2015,6.4,138421,221,https://www.imdb.com/title/tt2848292/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Pitch Perfect 2 (2015) - Rating: 6.4
Inside Llewyn Davis,2013,R,1h 44min,Comedy; Drama; Music;,10 January 2014,7.5,134564,381,https://www.imdb.com/title/tt2042568/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Inside Llewyn Davis (2013) - Rating: 7.5
The Wedding Singer,1998,PG-13,1h 37min,Comedy; Music; Romance;,13 February 1998,6.8,131174,362,https://www.imdb.com/title/tt0120888/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),The Wedding Singer (1998) - Rating: 6.8
This Is Spinal Tap,1984,R,1h 22min,Comedy; Music;,2 March 1984,7.9,125864,366,https://www.imdb.com/title/tt0088258/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),This Is Spinal Tap (1984) - Rating: 7.9
Billy Elliot,2000,R,1h 50min,Drama; Music;,10 November 2000,7.7,122980,469,https://www.imdb.com/title/tt0249462/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Billy Elliot (2000) - Rating: 7.7
Rocketman,2019,R,2h 1min,Biography; Drama; Music;,31 May 2019,7.3,120440,944,https://www.imdb.com/title/tt2066051/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Rocketman (2019) - Rating: 7.3
"Hail, Caesar!",2016,PG-13,1h 46min,Comedy; Drama; Music;,5 February 2016,6.3,120378,445,https://www.imdb.com/title/tt0475290/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),"Hail, Caesar! (2016) - Rating: 6.3"
The Bodyguard,1992,R,2h 9min,Action; Drama; Music;,25 November 1992,6.3,115475,158,https://www.imdb.com/title/tt0103855/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),The Bodyguard (1992) - Rating: 6.3
If I Stay,2014,PG-13,1h 47min,Drama; Fantasy; Music;,22 August 2014,6.7,113203,168,https://www.imdb.com/title/tt1355630/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),If I Stay (2014) - Rating: 6.7
Once,2007,R,1h 26min,Drama; Music; Romance;,15 June 2007,7.8,108624,365,https://www.imdb.com/title/tt0907657/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Once (2007) - Rating: 7.8
Step Up,2006,PG-13,1h 44min,Crime; Drama; Music;,11 August 2006,6.5,108504,285,https://www.imdb.com/title/tt0462590/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Step Up (2006) - Rating: 6.5
Bill & Ted's Excellent Adventure,1989,PG,1h 30min,Adventure; Comedy; Music;,17 February 1989,6.9,107579,228,https://www.imdb.com/title/tt0096928/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Bill & Ted's Excellent Adventure (1989) - Rating: 6.9
Pirate Radio,2009,R,1h 57min,Comedy; Drama; Music;,13 November 2009,7.4,105802,241,https://www.imdb.com/title/tt1131729/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Pirate Radio (2009) - Rating: 7.4
Coyote Ugly,2000,PG-13,1h 40min,Comedy; Drama; Music;,4 August 2000,5.7,104700,389,https://www.imdb.com/title/tt0200550/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.7 (Medium),Coyote Ugly (2000) - Rating: 5.7
Green Room,2015,R,1h 35min,Horror; Music; Thriller;,13 May 2016,7.0,102334,321,https://www.imdb.com/title/tt4062536/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Green Room (2015) - Rating: 7.0
August Rush,2007,PG,1h 54min,Drama; Music;,21 November 2007,7.5,101979,397,https://www.imdb.com/title/tt0426931/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),August Rush (2007) - Rating: 7.5
Yesterday,2019,PG-13,1h 56min,Comedy; Fantasy; Music;,28 June 2019,6.8,100978,934,https://www.imdb.com/title/tt8079248/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Yesterday (2019) - Rating: 6.8
Tenacious D in the Pick of Destiny,2006,R,1h 33min,Adventure; Comedy; Music;,22 November 2006,6.8,99944,208,https://www.imdb.com/title/tt0365830/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Tenacious D in the Pick of Destiny (2006) - Rating: 6.8
Music and Lyrics,2007,PG-13,1h 44min,Comedy; Music; Romance;,14 February 2007,6.5,94921,300,https://www.imdb.com/title/tt0758766/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Music and Lyrics (2007) - Rating: 6.5
Nick and Norah's Infinite Playlist,2008,PG-13,1h 30min,Comedy; Drama; Music;,3 October 2008,6.6,87186,157,https://www.imdb.com/title/tt0981227/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Nick and Norah's Infinite Playlist (2008) - Rating: 6.6
Three Colors: Blue,1993,R,1h 34min,Drama; Music; Mystery;,8 September 1993,7.9,85415,197,https://www.imdb.com/title/tt0108394/reviews/_ajax?ref_=undefined&paginationKey=,France,Medium,7.9 (Medium),Three Colors: Blue (1993) - Rating: 7.9
To Rome With Love,2012,R,1h 52min,Comedy; Music; Romance;,6 July 2012,6.3,82764,180,https://www.imdb.com/title/tt1859650/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),To Rome With Love (2012) - Rating: 6.3
Crazy Heart,2009,R,1h 52min,Drama; Music; Romance;,5 February 2010,7.2,82500,248,https://www.imdb.com/title/tt1263670/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Crazy Heart (2009) - Rating: 7.2
Sing Street,2016,PG-13,1h 46min,Comedy; Drama; Music;,17 March 2016,7.9,81933,196,https://www.imdb.com/title/tt3544112/reviews/_ajax?ref_=undefined&paginationKey=,Ireland,Medium,7.9 (Medium),Sing Street (2016) - Rating: 7.9
The Doors,1991,R,2h 20min,Biography; Drama; Music;,1 March 1991,7.2,81792,243,https://www.imdb.com/title/tt0101761/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The Doors (1991) - Rating: 7.2
La Vie En Rose,2007,PG-13,2h 20min,Biography; Drama; Music;,20 July 2007,7.6,80970,247,https://www.imdb.com/title/tt0450188/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),La Vie En Rose (2007) - Rating: 7.6
The Last Song,2010,PG,1h 47min,Drama; Music; Romance;,31 March 2010,6.0,79196,207,https://www.imdb.com/title/tt1294226/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.0 (Medium),The Last Song (2010) - Rating: 6.0
Step Up 2: The Streets,2008,PG-13,1h 38min,Drama; Music; Romance;,14 February 2008,6.2,78573,114,https://www.imdb.com/title/tt1023481/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Step Up 2: The Streets (2008) - Rating: 6.2
The Piano,1993,R,2h 1min,Drama; Music; Romance;,11 February 1994,7.6,76889,269,https://www.imdb.com/title/tt0107822/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Piano (1993) - Rating: 7.6
Burlesque,2010,PG-13,1h 59min,Drama; Music;,24 November 2010,6.4,76164,252,https://www.imdb.com/title/tt1126591/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Burlesque (2010) - Rating: 6.4
Frank,2014,R,1h 35min,Comedy; Drama; Music;,5 September 2014,7.0,73451,146,https://www.imdb.com/title/tt1605717/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Frank (2014) - Rating: 7.0
Youth,2015,R,2h 4min,Comedy; Drama; Music;,4 December 2015,7.3,69311,164,https://www.imdb.com/title/tt3312830/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Youth (2015) - Rating: 7.3
Saturday Night Fever,1977,R,1h 58min,Drama; Music;,16 December 1977,6.8,68890,254,https://www.imdb.com/title/tt0076666/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Saturday Night Fever (1977) - Rating: 6.8
Footloose,1984,PG,1h 47min,Drama; Music; Romance;,17 February 1984,6.6,67658,141,https://www.imdb.com/title/tt0087277/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Footloose (1984) - Rating: 6.6
Dreamgirls,2006,PG-13,2h 10min,Drama; Music;,25 December 2006,6.5,67216,528,https://www.imdb.com/title/tt0443489/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Dreamgirls (2006) - Rating: 6.5
Walk Hard: The Dewey Cox Story,2007,R,1h 36min,Comedy; Drama; Music;,21 December 2007,6.8,65673,226,https://www.imdb.com/title/tt0841046/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Walk Hard: The Dewey Cox Story (2007) - Rating: 6.8
That Thing You Do!,1996,PG,1h 48min,Comedy; Drama; Music;,4 October 1996,6.9,60721,228,https://www.imdb.com/title/tt0117887/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),That Thing You Do! (1996) - Rating: 6.9
Control,2007,R,2h 2min,Biography; Drama; Music;,26 September 2007,7.7,60379,156,https://www.imdb.com/title/tt0421082/reviews/_ajax?ref_=undefined&paginationKey=,France,Medium,7.7 (Medium),Control (2007) - Rating: 7.7
Black Snake Moan,2006,R,1h 56min,Drama; Music;,2 March 2007,6.9,60135,224,https://www.imdb.com/title/tt0462200/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Black Snake Moan (2006) - Rating: 6.9
Coffee and Cigarettes,2003,R,1h 35min,Comedy; Drama; Music;,11 June 2004,7.1,58500,178,https://www.imdb.com/title/tt0379217/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Coffee and Cigarettes (2003) - Rating: 7.1
Top Secret!,1984,PG,1h 30min,Comedy; Music;,8 June 1984,7.2,58341,180,https://www.imdb.com/title/tt0088286/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Top Secret! (1984) - Rating: 7.2
The Legend of 1900,1998,R,2h 49min,Drama; Music; Romance;,28 October 1998,8.1,56898,276,https://www.imdb.com/title/tt0120731/reviews/_ajax?ref_=undefined&paginationKey=,Italy,High,8.1 (High),The Legend of 1900 (1998) - Rating: 8.1
Save the Last Dance,2001,PG-13,1h 52min,Drama; Music; Romance;,12 January 2001,6.2,56061,325,https://www.imdb.com/title/tt0206275/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Save the Last Dance (2001) - Rating: 6.2
A Night at the Roxbury,1998,PG-13,1h 22min,Comedy; Music; Romance;,2 October 1998,6.3,55885,254,https://www.imdb.com/title/tt0120770/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),A Night at the Roxbury (1998) - Rating: 6.3
The Chorus,2004,PG-13,1h 37min,Drama; Music;,17 March 2004,7.9,55837,124,https://www.imdb.com/title/tt0372824/reviews/_ajax?ref_=undefined&paginationKey=,France,Medium,7.9 (Medium),The Chorus (2004) - Rating: 7.9
I'm Not There,2007,R,2h 15min,Biography; Drama; Music;,7 December 2007,6.9,55709,238,https://www.imdb.com/title/tt0368794/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),I'm Not There (2007) - Rating: 6.9
Pitch Perfect 3,2017,PG-13,1h 33min,Comedy; Music;,22 December 2017,5.8,52949,174,https://www.imdb.com/title/tt4765284/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.8 (Medium),Pitch Perfect 3 (2017) - Rating: 5.8
Popstar: Never Stop Never Stopping,2016,R,1h 27min,Comedy; Music;,3 June 2016,6.7,52196,140,https://www.imdb.com/title/tt3960412/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Popstar: Never Stop Never Stopping (2016) - Rating: 6.7
